Santiago,What notable people have been named Santiago?,"Benito Santiago, Hugo Santiago, Joey Santiago, Liliana Santiago, Rafael Santiago Maria, Santiago Caballero, Santiago Cabrera; James, son of Zebedee",hard,hard,S09_set3_a6
Santiago,What notable people have been named Santiago?,"Benito, Hugo, and others",hard,hard,S09_set3_a6
Santiago,What fictional stories include a main character named Santiago?,"Gears of War, Rainbow Six: Covert Operations Essentials, Death Foretold by Gabriel García Márquez, Ernest Hemingway's The Old Man and the Sea, the television series Babylon 5, Anne Rice's novel Interview with the Vampire, aulo Coelho's The Alchemist (novel), the television show Friday Night Lights",hard,hard,S09_set3_a6
Santiago,What fictional stories include a main character named Santiago?,"Interview with the Vampire, The Alchemist, and others",hard,hard,S09_set3_a6
Santiago,Is Santiago the national capital of a country?,Yes,NULL,easy,S09_set3_a6
Santiago,"Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?",Yes,NULL,easy,S09_set3_a6
Santiago,Is santiago Spanish for St. James?,Yes,NULL,easy,S09_set3_a6
Santiago,What is Santiago?,"Santiago is Spanish for St. James. It is also the name of places in Argentina, Brazil, Cape Verde, Chile, Colombia, Costa Rica, Cuba, the Dominican Republic, Ecuador, Guatemala, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, the Philippines, Portugal, Spain, the United States, Venezuela, and the Amazon. It is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a DJ, an actor, and James, son of Zebedee. Fictional people with this name include a character from Gears of War, a character from Chronicle of a Death Foretold, a character in Old Man and the Sea, a character in Babylon 5, a character in Interview with the Vampire, the main character of The Alchemist, and a character on Friday Night Lights. There has also been a battle of Santiago de Cuba, a couple of bands named Santiago, an Order of Santiago, and ""Santiago"" as a shortened form of the Reconquista battle cry.",NULL,too hard,S09_set3_a6
Spanish_language,Are countries without in red?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,"However, is English the official  language?",NULL,NULL,NULL,S09_set5_a8
Spanish_language,Are most Spanish  speakers in Latin America?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Are countries where is a regionalism in green?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,"The deeper  the blue  is, is the more  predominant?",NULL,NULL,NULL,S09_set5_a8
Spanish_language,Are these marked with an asterisk  ( *  )?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Did the language lose its official status?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Where do about 400 million people speak Spanish?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,What kind of instrument is the spanish language?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is the lexical similarity with Italian estimated at 82%?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is spanish an official language of the European Union?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,What is an official language of the European Union?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is it true that mexico contains the largest population of Spanish speakers?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Mexico contains the largest population of what?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is this phenomenon notable in Brazil?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is spanish one of the official languages?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is universidad de México Instituto Cervantes Spanish language of Spain?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,Is spanish language of the European Union?,NULL,NULL,NULL,S09_set5_a8
Spanish_language,"Pasan en consecuencia , las palabras que comienzan por estas dos letras , o que las contienen , a alfabetizarse en los lugares que les corresponden dentro de la c y de la l , respectivamente ?",NULL,NULL,NULL,S09_set5_a8
Spanish_language,Allow the common features of the writing systems of the Romance languages for a greater amount of interlingual reading comprehension than oral communication would ?,NULL,NULL,NULL,S09_set5_a8
Swahili_language,What was Swahili language`s profession?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,How many years ago was an interterritorial conference held at Mombasa ?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,What is Swahili language`s last name?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,"How many years ago was it when the rulers of Zanzibar organized trading expeditions into the interior of the mainland , up to the various lakes in the continent `s Great Rift Valley?",NULL,NULL,NULL,S09_set5_a4
Swahili_language,What is Swahili language`s first name?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Where did Swahili language die?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Has swahili no diphthongs?,No,NULL,easy,S09_set5_a4
Swahili_language,Is a third  prefix the object  prefix?,Yes,NULL,easy,S09_set5_a4
Swahili_language,When is /ref>,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Swahili unusual?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Where does swahili grammar arrange nouns?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,What was the only good candidate in these two colonies?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Do some writers mark aspirated consonants?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Was one key step in spreading Swahili to create a standard written language?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Are there today more speakers in Kenya of the Somali coast?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,Is      / ref Swahili unusual among sub-Saharan languages?,Yes,NULL,easy,S09_set5_a4
Swahili_language,The pronunciation of the phoneme / u / stands between what?,NULL,NULL,NULL,S09_set5_a4
Swahili_language,"Are vowels never reduced , regardless of stress ?",Yes,NULL,easy,S09_set5_a4
Swan,Does the Australian Black Swan have white feathers on its wings?,yes,easy,medium,S09_set1_a10
Swan,Does the Australian Black Swan have white feathers on its wings?,Yes,easy,medium,S09_set1_a10
Swan,Do swans belong to the family Anatidae?,yes,easy,easy,S09_set1_a10
Swan,Do swans belong to the family Anatidae?,Yes,easy,easy,S09_set1_a10
Swan,Can black swans swim with only one leg?,yes,easy,easy,S09_set1_a10
Swan,Can black swans swim with only one leg?,Yes,easy,medium,S09_set1_a10
Swan,What are young swans known as?,cygnets,medium,medium,S09_set1_a10
Swan,What are young swans known as?,Cygnets,medium,easy,S09_set1_a10
Swan,What is the Irish legend of the Children of Lir about?,a stepmother transforming her children into swans for 900 years,medium,medium,S09_set1_a10
Swan,What is the Irish legend of the Children of Lir about?,A stepmother transforming her children into swans for 900 years,medium,medium,S09_set1_a10
Swan,What is the Sanskrit word for swan?,hamsa or hansa,medium,medium,S09_set1_a10
Swan,What is the Sanskrit word for swan?,Hamsa or hansa,medium,easy,S09_set1_a10
Swan,"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror,hard,medium,S09_set1_a10
Swan,"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror,hard,easy,S09_set1_a10
Swan,What is the Polish word for swan?,&#321;ab&#281;d&#378;,hard,hard,S09_set1_a10
Swan,What is the Polish word for swan?,Łabędź,hard,easy,S09_set1_a10
Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake,hard,hard,S09_set1_a10
Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake,hard,hard,S09_set1_a10
Swan,Are swan birds of the family Anatidae?,Yes.,easy,easy,S09_set1_a10
Swan,Are swan birds of the family Anatidae?,Yes,easy,easy,S09_set1_a10
Swan,Do swans feature strongly in mythology?,Yes.,easy,easy,S09_set1_a10
Swan,Do swans feature strongly in mythology?,Yes,easy,easy,S09_set1_a10
Swan,Is the Trumpeter Swan the largest bird?,It is the largest bird of North America.,easy,easy,S09_set1_a10
Swan,Is the Trumpeter Swan the largest bird?,The Trumpeter Swan is the largest bird of North America,easy,medium,S09_set1_a10
Swan,What is the name of young swans?,Cygnets.,medium,medium,S09_set1_a10
Swan,What is the name of young swans?,Cygnets,medium,medium,S09_set1_a10
Swan,"Where is the word ""swan"" derived from?",Old English swan.,medium,medium,S09_set1_a10
Swan,"Where is the word ""swan"" derived from?","The Old English word ""swan,"" derived from the Indo-European root ""*swen"", meaning to sound or to sing",medium,medium,S09_set1_a10
Swan,What is the best known story about a swan?,The Ugly Duckling fable.,medium,medium,S09_set1_a10
Swan,What is the best known story about a swan?,The Ugly Duckling,medium,medium,S09_set1_a10
Swan,Are swans and ducks birds of the same family?,Yes.,hard,hard,S09_set1_a10
Swan,Are swans and ducks birds of the same family?,Yes,hard,easy,S09_set1_a10
Swan,What is the name of an adult female?,Pen.,hard,medium,S09_set1_a10
Swan,What is the name of an adult female?,An adult female swan is called a pen.,hard,medium,S09_set1_a10
Swan,What is the color of the Australian Black Swan?,Completely black except for the white flight feathers on its wings.,hard,hard,S09_set1_a10
Swan,What is the color of the Australian Black Swan?,Completely black except for the white feathers on its wings,hard,medium,S09_set1_a10
Tiger,Is the Tiger a member of the Felidar family?,No.,easy,easy,S09_set1_a3
Tiger,Is the Tiger a member of the Felidar family?,No,easy,easy,S09_set1_a3
Tiger,Are tigers solitary animals?,Yes.,easy,easy,S09_set1_a3
Tiger,Are tigers solitary animals?,Yes,easy,easy,S09_set1_a3
Tiger,Are panthers a type of tiger?,No.,easy,hard,S09_set1_a3
Tiger,Are panthers a type of tiger?,No,easy,hard,S09_set1_a3
Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,They have the ability to pull down prey substantially heavier than themselves.,medium,medium,S09_set1_a3
Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,have the ability to pull down prey substantially heavier than themselves,medium,medium,S09_set1_a3
Tiger,What would a tiger do when seized by a crocodile?,A tiger will strike at the reptile's eyes with its paws.,medium,medium,S09_set1_a3
Tiger,What would a tiger do when seized by a crocodile?,strike at the reptile's eyes with its paws,medium,medium,S09_set1_a3
Tiger,What are the typical features of a tiger country?,"It will always have good cover, it will always be close to water and plenty of prey.",medium,medium,S09_set1_a3
Tiger,What are the typical features of a tiger country?,"Good cover, close to water, and plenty of prey ",medium,medium,S09_set1_a3
Tiger,Would it be common for tigers to mate in January?,Yes.,hard,hard,S09_set1_a3
Tiger,Would it be common for tigers to mate in January?,Yes,hard,medium,S09_set1_a3
Tiger,About how many square kilometers would be needed to house 3 female tigers?,60 square kilometers,hard,hard,S09_set1_a3
Tiger,About how many square kilometers would be needed to house 3 female tigers?,60,hard,hard,S09_set1_a3
Tiger,"Would a tiger be likely to feedon smaller animals, such as mice?",Yes,hard,hard,S09_set1_a3
Trumpet,Did the predecessors to trumpets have valves?,No,easy,easy,S09_set2_a3
Trumpet,Are trumpets constructed of brass?,Yes,easy,easy,S09_set2_a3
Trumpet,Is the bass trumpet the smallest trumpet?,No,easy,hard,S09_set2_a3
Trumpet,What musical styles is the trumpet used in?,"Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk.",medium,medium,S09_set2_a3
Trumpet,What is the most common type of trumpet?,The B trumpet.,medium,medium,S09_set2_a3
Trumpet,How does a trumpet produce sound?,By blowing air through closed lips.,medium,medium,S09_set2_a3
Trumpet,How do trumpets compensate for wolf tones?,Somce trumpetes have a slide mechanism built in to compensate.,hard,hard,S09_set2_a3
Trumpet,Did Miles Davis play the trumpet?,Yes,hard,hard,S09_set2_a3
Trumpet,Does a trumpet have a mellower tone than a cornet?,No,hard,hard,S09_set2_a3
Turtle,Is the name of the upper shell of a turtle called the plastron?,No.,easy,hard,S09_set1_a4
Turtle,Do scutes fall away from the turtle's shell?,Some of the scutes eventually fall away from the shell.,easy,hard,S09_set1_a4
Turtle,Do scutes fall away from the turtle's shell?,"yes, eventually",easy,easy,S09_set1_a4
Turtle,Do Terrestrial tortoises have short feet?,Yes.,easy,easy,S09_set1_a4
Turtle,Do Terrestrial tortoises have short feet?,yes,easy,easy,S09_set1_a4
Turtle,How many groups are turtles broken down into?,Two,medium,medium,S09_set1_a4
Turtle,How many groups are turtles broken down into?,two,medium,easy,S09_set1_a4
Turtle,Where are the only surviving giant tortoises?,They are on the Seychelles and Galápagos Islands.,medium,medium,S09_set1_a4
Turtle,Where are the only surviving giant tortoises?,Seychelles and Gal�pagos Islands,medium,easy,S09_set1_a4
Turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food.,medium,medium,S09_set1_a4
Turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food,medium,easy,S09_set1_a4
Turtle,Are tortoises land based?,Yes.,hard,easy,S09_set1_a4
Turtle,Are tortoises land based?,yes,hard,easy,S09_set1_a4
Turtle,Where are turtle eggs layed?,Turtles lay eggs on land.,hard,hard,S09_set1_a4
Turtle,Where are turtle eggs layed?,on land,hard,easy,S09_set1_a4
Turtle,Is turtle soup considered a delicacy?,No.,hard,easy,S09_set1_a4
Turtle,Is turtle soup considered a delicacy?,yes,hard,hard,S09_set1_a4
Turtle,Are Testudines the crown group of the superorder Chelonia?,yes,easy,easy,S09_set1_a9
Turtle,Are Testudines the crown group of the superorder Chelonia?,Yes,easy,easy,S09_set1_a9
Turtle,Do turtles breathe air?,yes,easy,hard,S09_set1_a9
Turtle,Do turtles breathe air?,Yes,easy,easy,S09_set1_a9
Turtle,Are harvesting wild turtles legal anywhere?,yes,easy,easy,S09_set1_a9
Turtle,Approximately how many species of Testudines are alive today?,300,medium,medium,S09_set1_a9
Turtle,Approximately how many species of Testudines are alive today?,300,medium,easy,S09_set1_a9
Turtle,Where is harvesting wild turtles legal?,Florida,medium,easy,S09_set1_a9
Turtle,Where is harvesting wild turtles legal?,Florida,medium,easy,S09_set1_a9
Turtle,What was the largest ever chelonian?,Archelon ischyros,medium,easy,S09_set1_a9
Turtle,What was the largest ever chelonian?,The great letherback sea tutrtle,medium,easy,S09_set1_a9
Turtle,Is there a way to approximate the age of a turtle?,yes,hard,easy,S09_set1_a9
Turtle,Is there a way to approximate the age of a turtle?,Yes,hard,easy,S09_set1_a9
Turtle,Can turtles spend all their time underwater?,no,hard,too hard,S09_set1_a9
Turtle,Can turtles spend all their time underwater?,No,hard,easy,S09_set1_a9
Violin,Are violinists and fiddlers the same thing?,Yes,easy,easy,S09_set2_a2
Violin,Are violinists and fiddlers the same thing?,Yes,easy,easy,S09_set2_a2
Violin,Are violins a single size?,no,easy,hard,S09_set2_a2
Violin,Are violins a single size?,No,easy,hard,S09_set2_a2
Violin,Are violas and cellos in the same family of instruments as violins?,yes,easy,easy,S09_set2_a2
Violin,Are violas and cellos in the same family of instruments as violins?,Yes,easy,easy,S09_set2_a2
Violin,"Where does the word ""violin"" come from?","the Middle Latin word vitula, meaning ""stringed instrument""",medium,medium,S09_set2_a2
Violin,"Where does the word ""violin"" come from?",the Middle Latin word vitula,medium,medium,S09_set2_a2
Violin,What is someone who makes violins called?,"a luthier, or simply a violin maker",medium,medium,S09_set2_a2
Violin,What is someone who makes violins called?,a luthier,medium,medium,S09_set2_a2
Violin,How many strings does a violin usually have?,four,medium,medium,S09_set2_a2
Violin,How many strings does a violin usually have?,4,medium,medium,S09_set2_a2
Violin,What are violins made of?,different types of wood,hard,medium,S09_set2_a2
Violin,What are violins made of?,"maple, ebony, sheep gut",hard,hard,S09_set2_a2
Violin,How long have people been making instruments like violins?,since ancient times,hard,hard,S09_set2_a2
Violin,How long have people been making instruments like violins?,since 1555,hard,hard,S09_set2_a2
Violin,Whate is the usual pitch range of a violin?,from G3 to C8,hard,hard,S09_set2_a2
Violin,Whate is the usual pitch range of a violin?,from G3 to C8,hard,hard,S09_set2_a2
Xylophone,Are xylophone bars made of rosewood?,yes,easy,easy,S09_set2_a8
Xylophone,Is the xylophone a precursor to the vibraphone?,yes,easy,easy,S09_set2_a8
Xylophone,Were ancient mallets made of copper?,no,easy,easy,S09_set2_a8
Xylophone,Where did the xylophone originate?,Indonesia,medium,medium,S09_set2_a8
Xylophone,What is the earliest historical reference in Europe?,Arnold Schlick's Spiegel der Orgelmacher und Organisten,medium,medium,S09_set2_a8
Xylophone,How are western-style xylophones characterised?,"by a bright, sharp tone and high register",medium,medium,S09_set2_a8
Xylophone,Can a xylophone be 3 octaves?,yes,hard,hard,S09_set2_a8
Xylophone,Can a short bar follow a long bar?,no,hard,hard,S09_set2_a8
Xylophone,Did vibraphones exist in 1930?,yes,hard,hard,S09_set2_a8
ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Alessandro_Volta,Was Alessandro Volta a professor of chemistry?,Alessandro Volta was not a professor of chemistry.,easy,easy,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta a professor of chemistry?,No,easy,hard,S10_set4_a10
Alessandro_Volta,Did Alessandro Volta invent the remotely operated pistol?,Alessandro Volta did invent the remotely operated pistol.,easy,easy,S10_set4_a10
Alessandro_Volta,Did Alessandro Volta invent the remotely operated pistol?,Yes,easy,easy,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta taught in public schools?,Volta was taught in public schools.,easy,easy,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta taught in public schools?,Yes,easy,easy,S10_set4_a10
Alessandro_Volta,Who did Alessandro Volta marry?,Alessandro Volta married Teresa Peregrini.,medium,medium,S10_set4_a10
Alessandro_Volta,Who did Alessandro Volta marry?,Teresa Peregrini,medium,medium,S10_set4_a10
Alessandro_Volta,What did Alessandro Volta invent in 1800?,"In 1800, Alessandro Volta invented the voltaic pile.",medium,easy,S10_set4_a10
Alessandro_Volta,What did Alessandro Volta invent in 1800?,voltaic pile,medium,medium,S10_set4_a10
Alessandro_Volta,What is the battery made by Alessandro Volta credited as?,The battery made by Volta is credited as the first electrochemical cell.,medium,medium,S10_set4_a10
Alessandro_Volta,What is the battery made by Alessandro Volta credited as?,the first electrochemical cell,medium,medium,S10_set4_a10
Alessandro_Volta,Did Alessandro Volta die and retire in the same place?,Alessandro Volta retired and died in the same place.,hard,hard,S10_set4_a10
Alessandro_Volta,Did Alessandro Volta die and retire in the same place?,Yes,hard,hard,S10_set4_a10
Alessandro_Volta,When did Alessandro Volta improve  and popularize the electrophorus?,Alessandro Volta improved and popularized the electrophorus in 1775.,hard,hard,S10_set4_a10
Alessandro_Volta,When did Alessandro Volta improve  and popularize the electrophorus?,1775,hard,hard,S10_set4_a10
Alessandro_Volta,How long was Alessandro Volta a professor at the University of Pavia?,Alessandro Volta was a professor at the University of Pavia for almost 25 years.,hard,hard,S10_set4_a10
Alessandro_Volta,How long was Alessandro Volta a professor at the University of Pavia?,almost 25 years,hard,hard,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta an Egyptian?,no,easy,easy,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta an Egyptian?,No.,easy,easy,S10_set4_a10
Alessandro_Volta,Was Volta taught in public schools?,yes,easy,easy,S10_set4_a10
Alessandro_Volta,Was Volta taught in public schools?,Yes.,easy,easy,S10_set4_a10
Alessandro_Volta,Was Volta made a count in 1810?,yes,easy,easy,S10_set4_a10
Alessandro_Volta,Was Volta made a count in 1810?,No.,easy,easy,S10_set4_a10
Alessandro_Volta,Who made Volta a count?,Napoleon,medium,medium,S10_set4_a10
Alessandro_Volta,Who made Volta a count?,Napoleon,medium,medium,S10_set4_a10
Alessandro_Volta,Where was Volta born?,Como,medium,medium,S10_set4_a10
Alessandro_Volta,Where was Volta born?,"Como, Italy",medium,medium,S10_set4_a10
Alessandro_Volta,When did Volta retire?,1819,medium,medium,S10_set4_a10
Alessandro_Volta,When did Volta retire?,In 1819.,medium,medium,S10_set4_a10
Alessandro_Volta,"A year before improving and popularizing the electrophorus, what did Volta become?",A professor of physics at the Royal School in Como,hard,hard,S10_set4_a10
Alessandro_Volta,Was Volta buried where he died or was he buried someplace else?,where he died,hard,hard,S10_set4_a10
Alessandro_Volta,Was Volta buried where he died or was he buried someplace else?,Yes.,hard,hard,S10_set4_a10
Alessandro_Volta,Did Volta marry before he became professor of experimental physics at the University of Pavia?,no,hard,medium,S10_set4_a10
Alessandro_Volta,Did Volta marry before he became professor of experimental physics at the University of Pavia?,No.,hard,hard,S10_set4_a10
Alessandro_Volta,What happened in 1810?,Volta was made a count by Napoleon.,NULL,hard,S10_set4_a10
Alessandro_Volta,Wasn't Alessandro Volta born in Como?,"Yes, Volta was born in Como, Italy and was taught in the public schools there.",NULL,easy,S10_set4_a10
Alessandro_Volta,Was Alessandro Volta born in Como?,yes,NULL,easy,S10_set4_a10
Alessandro_Volta,Who became a professor of physics at the Royal School in Como?,Volta.,NULL,hard,S10_set4_a10
Alessandro_Volta,When was Volta made a count by Napoleon?,Volta was made a count by Napoleon in 1810.,NULL,medium,S10_set4_a10
Alessandro_Volta,Is Voltas legacy celebrated by a Temple on the shore of Lake Como in the center of the town?,Yes,NULL,easy,S10_set4_a10
Alessandro_Volta,Is the battery made by Volta credited as the first electrochemical cell?,Yes,NULL,easy,S10_set4_a10
Alessandro_Volta,Was Volta made a count by Napoleon in 1810?,"Yes, Volta was made a count by Napoleon in 1810.",NULL,easy,S10_set4_a10
Alessandro_Volta,In what year did he become a professor of physics at the Royal School in Como?,1774,NULL,medium,S10_set4_a10
Amedeo_Avogadro,Was Avogadro a  professor at the University of Turin?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Was Avogadro a  professor at the University of Turin?,"Yes, Avogadro was a professor at the University of Turin.",easy,easy,S10_set4_a8
Amedeo_Avogadro,Was he a member of the Royal Superior Council on Public Instruction?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Was he a member of the Royal Superior Council on Public Instruction?,"Yes,  Avogadro was a member of the Royal Superior Council on Public Instruction.",easy,easy,S10_set4_a8
Amedeo_Avogadro,Is Avogadro's number used to compute the results of chemical reactions?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Is Avogadro's number used to compute the results of chemical reactions?,"Yes, Avagadro's number is used to compute the results of chemical reactions.",easy,easy,S10_set4_a8
Amedeo_Avogadro,Who first calculated the value of Avogadro's number?,Johann Josef Loschmidt,medium,medium,S10_set4_a8
Amedeo_Avogadro,Who first calculated the value of Avogadro's number?,Johann Josef Loschmidt first calculated the value of Avogadro's number.,medium,medium,S10_set4_a8
Amedeo_Avogadro,What does Avogadro's Law state?,The relationship between the masses of the same volume of different gases (at the same temperature and pressure) corresponds to the relationship between their respective molecular weights,medium,hard,S10_set4_a8
Amedeo_Avogadro,What does Avogadro's Law state?,Avogadro's Law states that the relationship between the masses of the same volume of different gases (at the same temperature and pressure) corresponds to the relationship between their respective molecular weights.,medium,too hard,S10_set4_a8
Amedeo_Avogadro,Who showed that Avogadro's theory held in dilute solutions?,Jacobus Henricus van Hoff,medium,medium,S10_set4_a8
Amedeo_Avogadro,Who showed that Avogadro's theory held in dilute solutions?,Jacobus Henricus van 't Hoff showed that Avogadro's theory holds in dilute solutions.,medium,medium,S10_set4_a8
Amedeo_Avogadro,In what language was his 1811 paper published?,French,hard,hard,S10_set4_a8
Amedeo_Avogadro,In what language was his 1811 paper published?,Avogadro's 1811 paper was published in French.,hard,hard,S10_set4_a8
Amedeo_Avogadro,Who was Avogadro's wife?,Felicita Mazz,hard,hard,S10_set4_a8
Amedeo_Avogadro,Why did Avogadro lose his chair at the University of Turin?,He was active in the revolutionary movements of 1821 against the king of Sardinia,hard,hard,S10_set4_a8
Amedeo_Avogadro,Why did Avogadro lose his chair at the University of Turin?,Avogadro lost his chair at the University of Turin because he was active in the revolutionary movements of 1821 against the king of Sardinia.,hard,hard,S10_set4_a8
Amedeo_Avogadro,Was Amedeo Avogadro was born in Turin?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Was Amedeo Avogadro was born in Turin?,yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Is Avogadro hailed as a founder of the atomic-molecular theory?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Is Avogadro hailed as a founder of the atomic-molecular theory?,yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Did Johann Josef Loschmidt first calculate the value of Avogadro's number?,Yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,Did Johann Josef Loschmidt first calculate the value of Avogadro's number?,yes,easy,easy,S10_set4_a8
Amedeo_Avogadro,"In 1820, Avogadro became a professor of physics where?",University of Turin,medium,medium,S10_set4_a8
Amedeo_Avogadro,"In 1820, Avogadro became a professor of physics where?",University of Turin,medium,hard,S10_set4_a8
Amedeo_Avogadro,Avogadro did not actually use what word?,atom,medium,medium,S10_set4_a8
Amedeo_Avogadro,Avogadro did not actually use what word?,atom,medium,medium,S10_set4_a8
Amedeo_Avogadro,The number of elementary entities in 1 mole of a substance is known as what?,Avogadro constant,medium,medium,S10_set4_a8
Amedeo_Avogadro,The number of elementary entities in 1 mole of a substance is known as what?,Avogadro's constant,medium,medium,S10_set4_a8
Amedeo_Avogadro,What would a German call Avogadro's number?,Loschmidt number,hard,medium,S10_set4_a8
Amedeo_Avogadro,What would a German call Avogadro's number?,Loschmidt number,hard,hard,S10_set4_a8
Amedeo_Avogadro,Is Amedeo Avogadro Italian?,Yes,hard,easy,S10_set4_a8
Amedeo_Avogadro,Is Amedeo Avogadro Italian?,yes,hard,hard,S10_set4_a8
Amedeo_Avogadro,Did he become a professor before the revolutionary movements against the king of Sardinia?,Yes,hard,hard,S10_set4_a8
Amedeo_Avogadro,Did he become a professor before the revolutionary movements against the king of Sardinia?,yes,hard,hard,S10_set4_a8
Ant,Do ants belong to the Hymenoptera order?,yes,easy,easy,S10_set1_a1
Ant,Do ants belong to the Hymenoptera order?,yes,easy,easy,S10_set1_a1
Ant,Are ants used in cuisine?,yes,easy,easy,S10_set1_a1
Ant,Are ants used in cuisine?,yes,easy,medium,S10_set1_a1
Ant,Does an ant's head contain sensory organs?,yes,easy,easy,S10_set1_a1
Ant,Does an ant's head contain sensory organs?,yes,easy,easy,S10_set1_a1
Ant,How do most ants travel?,most ants travel by walking,medium,medium,S10_set1_a1
Ant,How do most ants travel?,by walking,medium,easy,S10_set1_a1
Ant,"In ant colonies, what are the fertile female ants called?","""queens""",medium,medium,S10_set1_a1
Ant,"In ant colonies, what are the fertile female ants called?",queens,medium,medium,S10_set1_a1
Ant,Who wrote about ants in A Tramp Abroad?,mark twain wrote about ants,medium,medium,S10_set1_a1
Ant,Who wrote about ants in A Tramp Abroad?,Mark Twain,medium,easy,S10_set1_a1
Ant,"Do the ants eat plants, meats, or both?",both,hard,too hard,S10_set1_a1
Ant,What organs gives a bull ant its good sight?,compound eyes,hard,too hard,S10_set1_a1
Ant,What may happen to red fire ants if we use boiling water on the queen?,nests of red fire ants may be destroyed,hard,medium,S10_set1_a1
Ant,What may happen to red fire ants if we use boiling water on the queen?,die,hard,too hard,S10_set1_a1
Ant,Are ants found in Antartica?,"No, there are no ants in antarctica.",easy,easy,S10_set1_a1
Ant,Are ants found in Antartica?,NULL,easy,NULL,S10_set1_a1
Ant,Do male ants take flight before females?,"Yes, male ants take flight before females.",easy,easy,S10_set1_a1
Ant,Do male ants take flight before females?,NULL,easy,NULL,S10_set1_a1
Ant,Do worker ants have wings?,"No, worker ants do not have wings.",easy,easy,S10_set1_a1
Ant,Do worker ants have wings?,NULL,easy,NULL,S10_set1_a1
Ant,What are the three segments of an ant?,"The head, mesosoma and metasoma are the three distinct body segments.",medium,hard,S10_set1_a1
Ant,What are the three segments of an ant?,NULL,medium,NULL,S10_set1_a1
Ant,What are the ant colonies that lack queens called?,Colonies that lack queens are called gamergate colonies.,medium,medium,S10_set1_a1
Ant,What are the ant colonies that lack queens called?,NULL,medium,NULL,S10_set1_a1
Ant,Where are bullet ants located?,Bullet ants are located in Central and South America.,medium,medium,S10_set1_a1
Ant,Where are bullet ants located?,NULL,medium,NULL,S10_set1_a1
Ant,Do ants belong to the same order as bees?,"Yes, ants belong to the same order as bees.",hard,medium,S10_set1_a1
Ant,Do ants belong to the same order as bees?,NULL,hard,NULL,S10_set1_a1
Ant,What is the most common color of ants?,Most ants are red or black.,hard,hard,S10_set1_a1
Ant,What is the most common color of ants?,NULL,hard,NULL,S10_set1_a1
